handle,rank,oldRating,newRating
tourist,1,2311,2341
Egor,5,2048,2129
ilyakor,7,2165,2203
slycelote,9,1936,2043
Ra16bit,13,2171,2184
enot110,17,1642,1838
Gassa,22,2056,2085
ir5,25,1930,2003
niyaznigmatul,29,1948,1996
---Grigor---,40,1783,1886
Connector,42,1651,1806
pkhaustov,45,1891,1940
Soultaker,63,1791,1860
flashmt,63,1681,1800
uwi,65,1947,1929
espr1t,66,1731,1823
VladGavrila,67,1885,1897
CtrlAlt,100,1500,1623
vilcheuski,105,1374,1510
balakrishnan,111,1866,1813
DamianS,113,1638,1709
mmaxio,120,1974,1886
ahyangyi,169,1550,1599
sas4eka,184,1647,1634
package.zaic,208,1714,1650
shilov,230,1627,1577
dancho,239,1697,1624
zaq1xsw2tktk,260,1517,1491
Oryshych,295,1603,1532
caustique,318,1542,1477
poopi,349,1733,1629
hydrastuff,353,1830,1705
KungA,383,1500,1436
Jami_CSEDU,383,1549,1474
Cromel,383,1500,1436
